id,booking_pred,cancel_prob
53701,0,0.002
53702,1,0.8558
53703,1,0.9504
53704,0,0.3161
53705,1,0.7914
53706,0,0.2341
53707,0,1e-04
53708,1,0.9383
53709,0,0.2132
53710,0,0.4136
53711,0,0.0044
53712,0,0.1631
53713,0,0.0491
53714,0,0.3238
53715,0,0.0304
53716,0,0.2239
53717,0,0.177
53718,1,0.5488
53719,1,0.5833
53720,0,0.0316
53721,0,0.1356
53722,1,0.9522
53723,0,0.0531
53724,0,0.0055
53725,1,0.9459
53726,1,0.7534
53727,1,0.9394
53728,1,0.632
53729,1,0.6337
53730,1,0.8695
53731,0,0.1118
53732,0,0.0545
53733,0,0.3501
53734,0,0.3432
53735,1,0.8302
53736,0,0.1175
53737,1,0.8998
53738,0,0.1714
53739,0,0.1066
53740,1,0.9044
53741,0,0.0414
53742,0,0.0455
53743,1,0.775
53744,0,0.1158
53745,0,0.0378
53746,0,0.1396
53747,0,0.0335
53748,0,0.1536
53749,1,0.5217
53750,1,0.9323
53751,0,0.2333
53752,0,0.2591
53753,1,0.7374
53754,0,0.3221
53755,0,0.0163
53756,0,0.3071
53757,1,0.9562
53758,0,0.2234
53759,0,0.1356
53760,0,0.3363
53761,1,0.8264
53762,1,0.719
53763,0,0.0125
53764,0,0.2984
53765,0,0.0109
53766,1,0.7121
53767,0,0.147
53768,0,0.0184
53769,1,0.6802
53770,0,0.2098
53771,1,0.6214
53772,1,0.7965
53773,0,0.3756
53774,0,0.3773
53775,1,0.6875
53776,0,0.4224
53777,0,0.0059
53778,0,0.1251
53779,1,0.9211
53780,0,0.0023
53781,0,0.3856
53782,0,0.3044
53783,0,0.2763
53784,0,0.0772
53785,0,0.0494
53786,0,0.1328
53787,0,0.0328
53788,0,0.0994
53789,0,0.4406
53790,1,0.8311
53791,0,0.0087
53792,0,0.2924
53793,0,0.1459
53794,1,0.6785
53795,0,0.0014
53796,0,0.1556
53797,1,0.8666
53798,0,0.1599
53799,0,0.2854
53800,0,0.1911
53801,0,0.3761
53802,1,0.7868
53803,0,0.0723
53804,0,0.0223
53805,0,0.1359
53806,0,0.0314
53807,1,0.9749
53808,1,0.9027
53809,0,0.4665
53810,1,0.798
53811,1,0.8887
53812,1,0.5506
53813,0,0.0115
53814,0,0.0446
53815,0,0.0035
53816,0,0.2766
53817,0,0.3081
53818,0,0.0408
53819,1,0.6642
53820,1,0.8697
53821,1,0.5004
53822,0,0.2613
53823,1,0.635
53824,0,0.1997
53825,0,1e-04
53826,0,0.2809
53827,0,0.3719
53828,0,0.0901
53829,1,0.7645
53830,1,0.539
53831,1,0.8281
53832,0,0.3015
53833,1,0.5487
53834,1,0.7904
53835,1,0.9663
53836,0,0.2185
53837,0,0.0348
53838,0,0.3458
53839,1,0.8777
53840,1,0.9743
53841,1,0.7099
53842,0,0.0256
53843,0,0.0415
53844,0,0.0806
53845,1,0.6226
53846,1,0.8249
53847,1,0.9664
53848,0,0.0017
53849,0,0.1145
53850,0,0.1251
53851,0,0.0002
53852,0,0.0011
53853,0,0.037
53854,0,0.0877
53855,0,0.1796
53856,1,0.6296
53857,0,0.1035
53858,0,0.3517
53859,1,0.8962
53860,1,0.5084
53861,0,0.1974
53862,0,0.4104
53863,0,0.4718
53864,0,0.0087
53865,1,0.5342
53866,1,0.9582
53867,0,0.0858
53868,0,0.4323
53869,1,0.6852
53870,1,0.6286
53871,0,0.0076
53872,0,0.1054
53873,1,0.6834
53874,1,0.8042
53875,0,0.4019
53876,0,0.0401
53877,1,0.6826
53878,0,0.0276
53879,0,0.1718
53880,0,0.3086
53881,0,0.4323
53882,0,0.0404
53883,1,0.7484
53884,0,0.2126
53885,0,0.0035
53886,0,0.283
53887,1,0.8381
53888,1,0.8294
53889,0,0.0904
53890,0,0.3971
53891,1,0.8748
53892,0,0.0707
53893,1,0.7397
53894,0,0.1161
53895,0,0.2904
53896,0,0.0344
53897,0,0.1188
53898,1,0.6511
53899,0,1e-04
53900,0,0.0042
53901,0,0.1193
53902,1,0.9507
53903,0,0.1687
53904,1,0.6905
53905,0,0.287
53906,1,0.8714
53907,1,0.5874
53908,0,0.1557
53909,1,0.962
53910,0,0.2942
53911,1,0.9632
53912,1,0.8454
53913,0,0.4333
53914,1,0.9229
53915,0,0.2307
53916,0,0.1697
53917,1,0.5028
53918,1,0.9269
53919,0,0.0411
53920,1,0.7424
53921,1,0.809
53922,0,0.3104
53923,1,0.8795
53924,0,0.1586
53925,0,0.1122
53926,0,0.3502
53927,0,0.083
53928,1,0.9127
53929,1,0.6333
53930,0,0.4405
53931,1,0.8188
53932,1,0.5009
53933,0,0.0761
53934,0,0.1441
53935,1,0.6988
53936,0,0.1011
53937,0,0.1488
53938,1,0.8485
53939,1,0.7815
53940,0,0.2777
53941,0,0.0003
53942,0,0.3426
53943,0,0.1553
53944,0,1e-04
53945,0,0.0555
53946,1,0.5781
53947,0,0.3373
53948,0,0.0342
53949,0,0.0654
53950,1,0.7251
53951,1,0.8367
53952,0,0.2793
53953,0,0.044
53954,0,0.1697
53955,1,0.9098
53956,1,0.5194
53957,0,0.0959
53958,1,0.7945
53959,0,0.3797
53960,0,0.271
53961,1,0.5109
53962,1,0.8683
53963,0,0.2204
53964,1,0.7057
53965,0,0.1184
53966,0,0.0278
53967,1,0.822
53968,1,0.8969
53969,0,0.0624
53970,0,0.1255
53971,1,0.8516
53972,0,0.104
53973,1,0.7592
53974,1,0.8236
53975,0,0.1075
53976,1,0.5672
53977,0,0.4436
53978,0,0.1162
53979,0,0.3993
53980,0,0.4393
53981,0,0.4568
53982,1,0.8139
53983,0,0.0106
53984,0,0.0681
53985,0,0.4783
53986,0,0.0635
53987,1,0.7795
53988,0,0.4444
53989,0,0.0693
53990,0,0.4489
53991,0,1e-04
53992,0,0.3077
53993,0,0.063
53994,1,0.782
53995,1,0.9418
53996,1,0.8174
53997,0,0.1117
53998,0,0.008
53999,0,0.2496
54000,0,0.3437
54001,1,0.9325
54002,0,0.161
54003,0,0.148
54004,0,0.0667
54005,1,0.9492
54006,0,0.0841
54007,1,0.5726
54008,0,0.471
54009,0,0.1941
54010,0,0.0683
54011,1,0.6619
54012,0,0.264
54013,0,0.2109
54014,1,0.7451
54015,1,0.9488
54016,1,0.6172
54017,0,0.0011
54018,1,0.9213
54019,1,0.7017
54020,0,0.4659
54021,1,0.8533
54022,0,0.041
54023,1,0.9394
54024,1,0.917
54025,0,0.2284
54026,0,0.0002
54027,1,0.5728
54028,0,0.3459
54029,1,0.9493
54030,0,0.0006
54031,0,0.4682
54032,1,0.8364
54033,1,0.9726
54034,0,0.0067
54035,0,0.345
54036,0,0.0679
54037,0,0.1462
54038,0,0.0042
54039,1,0.8843
54040,0,0.4323
54041,1,0.7732
54042,1,0.8208
54043,0,0.3407
54044,0,0.0112
54045,0,0.365
54046,1,0.6831
54047,0,0.1226
54048,0,0.1077
54049,0,0.2221
54050,1,0.9622
54051,0,0.4597
54052,1,0.7254
54053,0,0.108
54054,1,0.7376
54055,0,0.3189
54056,0,0.0792
54057,1,0.82
54058,1,0.9162
54059,1,0.9629
54060,0,0.0585
54061,0,0.3568
54062,1,0.8089
54063,0,0.0074
54064,1,0.5143
54065,1,0.9575
54066,0,0.0018
54067,0,0.124
54068,1,0.543
54069,1,0.9199
54070,1,0.5315
54071,0,0.3355
54072,0,0.1891
54073,0,0.082
54074,1,0.5414
54075,1,0.5102
54076,1,0.5185
54077,0,0.1682
54078,0,0.3368
54079,0,0.0607
54080,1,0.8742
54081,0,0.2784
54082,0,0.0717
54083,0,0.0981
54084,0,0.4016
54085,0,0.0008
54086,0,0.2619
54087,1,0.8159
54088,0,0.0539
54089,0,0.1523
54090,0,0.3855
54091,0,0.0748
54092,0,0.0743
54093,0,0.0824
54094,1,0.9655
54095,0,0.06
54096,0,0.2016
54097,1,0.8047
54098,0,0.0828
54099,0,0.0324
54100,0,0.4381
54101,1,0.8723
54102,0,0.0243
54103,0,0.1892
54104,1,0.8288
54105,0,0.0085
54106,0,0.1784
54107,0,0.0771
54108,0,0.1178
54109,0,0.0136
54110,1,0.5159
54111,0,0.0406
54112,1,0.7988
54113,0,0.2762
54114,0,0.0002
54115,0,0.0196
54116,1,0.8886
54117,0,0.1758
54118,0,0.2617
54119,1,0.5588
54120,0,0.0513
54121,0,0.0441
54122,1,0.9711
54123,0,0.3376
54124,0,0.2881
54125,1,0.6927
54126,1,0.7814
54127,0,0.0761
54128,1,0.918
54129,1,0.8673
54130,0,0.3581
54131,1,0.7555
54132,0,0.0006
54133,1,0.6516
54134,1,0.6923
54135,0,0.1852
54136,0,0.0795
54137,0,0.1207
54138,0,0.0911
54139,1,0.914
54140,1,0.819
54141,0,0.2364
54142,0,0.0222
54143,0,0.4517
54144,0,0.465
54145,0,0.1105
54146,1,0.9069
54147,1,0.5519
54148,0,0.1295
54149,1,0.9599
54150,1,0.8166
54151,0,0.3224
54152,0,0.1088
54153,1,0.7316
54154,0,0.0127
54155,1,0.694
54156,0,0.2772
54157,0,0.0095
54158,0,0.0416
54159,0,0.1781
54160,0,0.3585
54161,0,0.2363
54162,0,0.4783
54163,0,0.1674
54164,1,0.8259
54165,1,0.525
54166,0,0.007
54167,1,0.6079
54168,0,0.2492
54169,0,0.142
54170,1,0.849
54171,1,0.8302
54172,1,0.8173
54173,0,0.2476
54174,0,0.4203
54175,0,0.0785
54176,0,0.0252
54177,1,0.6195
54178,1,0.538
54179,0,0.145
54180,0,0.0578
54181,1,0.8561
54182,0,0.1622
54183,0,0.2554
54184,0,0.0331
54185,0,0.0136
54186,1,0.6697
54187,1,0.5724
54188,0,0.485
54189,1,0.9725
54190,1,0.5193
54191,1,0.5305
54192,0,0.4912
54193,0,0.2094
54194,0,0.0042
54195,1,0.9712
54196,0,0.2496
54197,1,0.6954
54198,1,0.5078
54199,0,0.1231
54200,0,0.1577
54201,0,0.0299
54202,1,0.5431
54203,1,0.8664
54204,0,0.1996
54205,0,0.1068
54206,0,0.0954
54207,0,0.4557
54208,0,0.2309
54209,0,0.1289
54210,0,0.1029
54211,1,0.8635
54212,0,0.171
54213,0,0.0764
54214,0,0.0016
54215,1,0.8351
54216,1,0.79
54217,0,0.0015
54218,0,0.1936
54219,1,0.9306
54220,0,0.0093
54221,0,0.1771
54222,1,0.8527
54223,0,0.2406
54224,1,0.6706
54225,1,0.6199
54226,0,0.066
54227,1,0.8737
54228,0,0.1932
54229,0,0.2354
54230,0,0.0799
54231,0,0.4956
54232,0,0.1604
54233,0,0.0061
54234,1,0.7211
54235,0,0.4186
54236,1,0.7682
54237,0,0.2016
54238,0,0.335
54239,1,0.7412
54240,0,0.0561
54241,0,0.0457
54242,0,0.0677
54243,0,0.0817
54244,0,0.0916
54245,0,0.0195
54246,1,0.7316
54247,0,0.0439
54248,1,0.6079
54249,0,0.0728
54250,0,0.1166
54251,1,0.8217
54252,0,0.1882
54253,0,0.0031
54254,0,0.111
54255,1,0.7289
54256,1,0.7809
54257,1,0.8396
54258,0,0.0127
54259,0,0.0166
54260,1,0.8358
54261,1,0.8804
54262,1,0.7232
54263,0,0.3441
54264,0,0.2708
54265,0,0.0693
54266,0,0.0
54267,1,0.7174
54268,0,0.4103
54269,0,0.3786
54270,0,0.3653
54271,1,0.9795
54272,1,0.5165
54273,0,0.3597
54274,0,0.0895
54275,0,0.0561
54276,1,0.6679
54277,1,0.7056
54278,0,1e-04
54279,0,0.1924
54280,0,0.1692
54281,1,0.8086
54282,0,0.3415
54283,0,0.2211
54284,1,0.6748
54285,0,0.4846
54286,0,0.1032
54287,0,0.0184
54288,0,0.2683
54289,0,0.4606
54290,0,0.0526
54291,1,0.9591
54292,0,0.0319
54293,1,0.6692
54294,0,0.2045
54295,0,0.041
54296,0,0.0031
54297,1,0.7241
54298,0,0.0425
54299,0,0.0187
54300,0,0.1368
54301,0,0.0315
54302,0,0.2424
54303,0,0.1891
54304,0,0.0396
54305,1,0.8902
54306,1,0.8774
54307,0,0.0688
54308,0,0.3662
54309,0,0.0319
54310,1,0.8524
54311,1,0.6745
54312,1,0.9209
54313,0,0.0676
54314,0,0.0624
54315,0,0.4968
54316,0,0.1173
54317,1,0.5038
54318,0,0.1738
54319,0,0.0081
54320,0,0.2305
54321,1,0.9489
54322,0,0.0359
54323,1,0.927
54324,0,0.0018
54325,0,0.0343
54326,0,0.0199
54327,1,0.8524
54328,0,0.0127
54329,0,0.0829
54330,1,0.9721
54331,0,0.3217
54332,0,0.0116
54333,1,0.9386
54334,1,0.7205
54335,1,0.9672
54336,0,0.0022
54337,1,0.6529
54338,1,0.8219
54339,0,0.2182
54340,0,0.0254
54341,1,0.7684
54342,0,0.1893
54343,0,0.0278
54344,1,0.6716
54345,1,0.9443
54346,1,0.6118
54347,0,0.0337
54348,1,0.7072
54349,1,0.9209
54350,1,0.8952
54351,0,0.0016
54352,1,0.8875
54353,0,0.03
54354,1,0.9082
54355,0,0.0073
54356,0,0.0169
54357,1,0.923
54358,0,0.0211
54359,0,0.2659
54360,0,0.1706
54361,1,0.7283
54362,1,0.9927
54363,0,0.0061
54364,0,0.3122
54365,0,0.066
54366,0,0.3581
54367,1,0.6379
54368,0,0.0008
54369,1,0.9097
54370,0,0.2797
54371,1,0.9366
54372,1,0.9679
54373,0,0.3252
54374,1,0.5896
54375,0,0.0164
54376,0,0.1125
54377,1,0.7362
54378,0,0.0244
54379,0,0.2226
54380,0,0.3082
54381,1,0.5738
54382,1,0.7771
54383,0,0.0308
54384,0,0.2307
54385,0,0.4104
54386,0,0.1213
54387,0,0.1581
54388,1,0.7977
54389,0,1e-04
54390,1,0.7828
54391,0,0.2321
54392,1,0.569
54393,0,0.4782
54394,1,0.8604
54395,0,0.0826
54396,0,0.0322
54397,1,0.8816
54398,1,0.971
54399,0,0.0056
54400,0,0.0804
54401,0,0.0311
54402,0,0.0446
54403,1,0.9671
54404,0,0.1409
54405,0,0.0025
54406,0,0.1171
54407,0,0.037
54408,1,0.5693
54409,0,0.0264
54410,0,0.1846
54411,0,0.1213
54412,0,0.0004
54413,1,0.6794
54414,0,0.1068
54415,1,0.6347
54416,0,0.0611
54417,0,0.2338
54418,1,0.7399
54419,0,0.1709
54420,1,0.6908
54421,0,0.001
54422,0,0.3268
54423,1,0.6113
54424,0,0.0242
54425,0,0.2185
54426,1,0.817
54427,0,0.0988
54428,1,0.8278
54429,0,0.0106
54430,0,0.0312
54431,0,0.3299
54432,0,0.0007
54433,0,0.1089
54434,0,0.259
54435,1,0.7647
54436,0,0.0418
54437,0,0.0651
54438,0,0.2995
54439,1,0.8138
54440,0,0.0428
54441,0,0.4188
54442,0,0.2051
54443,0,0.0378
54444,0,0.115
54445,0,0.2223
54446,0,0.0132
54447,0,0.0973
54448,0,0.2556
54449,1,0.581
54450,1,0.8315
54451,0,0.2516
54452,1,0.5641
54453,0,0.1078
54454,1,0.7946
54455,0,0.09
54456,0,0.0071
54457,0,0.4276
54458,1,0.8701
54459,0,0.2224
54460,1,0.7498
54461,0,0.0207
54462,1,0.9672
54463,1,0.58
54464,1,0.8206
54465,0,0.4121
54466,1,0.7682
54467,1,0.9615
54468,1,0.7311
54469,0,0.0497
54470,0,0.185
54471,0,0.0214
54472,0,0.1199
54473,0,0.2067
54474,0,0.0269
54475,0,0.2582
54476,1,0.8718
54477,0,0.0002
54478,0,0.342
54479,0,0.0644
54480,1,0.854
54481,1,0.816
54482,1,0.9367
54483,0,0.0385
54484,0,0.165
54485,1,0.8057
54486,0,0.1246
54487,0,0.1178
54488,1,0.856
54489,1,0.5918
54490,1,0.9748
54491,1,0.7227
54492,0,0.0094
54493,1,0.7888
54494,1,0.9807
54495,1,0.757
54496,0,0.0002
54497,0,0.4309
54498,0,0.0454
54499,1,0.7481
54500,1,0.7029
54501,0,0.0983
54502,1,0.7763
54503,0,0.0124
54504,0,0.1879
54505,1,0.671
54506,1,0.6748
54507,0,0.19
54508,1,0.6549
54509,0,0.004
54510,1,0.5759
54511,1,0.7852
54512,1,0.9678
54513,0,0.0738
54514,0,0.2287
54515,1,0.5011
54516,1,0.8175
54517,1,0.9715
54518,0,0.0438
54519,0,0.0585
54520,0,0.0743
54521,0,0.0545
54522,0,0.0197
54523,0,0.3728
54524,0,0.0174
54525,0,0.0005
54526,1,0.633
54527,0,0.1132
54528,0,0.0755
54529,0,0.0045
54530,0,0.4698
54531,1,0.5684
54532,1,0.8353
54533,1,0.5028
54534,0,0.1015
54535,1,0.8648
54536,0,0.1322
54537,0,0.0285
54538,0,0.1434
54539,0,0.0363
54540,0,0.3939
54541,1,0.9272
54542,0,0.1963
54543,1,0.7799
54544,0,0.1822
54545,0,0.0291
54546,0,0.4195
54547,0,0.0372
54548,0,0.0257
54549,1,0.8867
54550,0,0.1044
54551,0,0.1056
54552,1,0.5163
54553,1,0.8517
54554,1,0.6519
54555,1,0.9529
54556,0,0.1823
54557,0,0.3721
54558,0,0.2217
54559,0,0.137
54560,1,0.7301
54561,1,0.6536
54562,0,0.0738
54563,0,0.4213
54564,0,0.119
54565,1,0.915
54566,0,0.2856
54567,0,0.2588
54568,1,0.6801
54569,0,0.4333
54570,0,0.0533
54571,0,0.0003
54572,1,0.9212
54573,0,0.0991
54574,0,0.2826
54575,0,0.1205
54576,0,0.26
54577,1,0.7763
54578,0,0.0455
54579,0,0.0152
54580,0,0.0815
54581,0,0.016
54582,0,0.0694
54583,0,0.0056
54584,0,0.0196
54585,0,0.3461
54586,0,0.14
54587,0,0.3029
54588,1,0.908
54589,0,0.1145
54590,0,0.1059
54591,0,0.0175
54592,1,0.7477
54593,1,0.5573
54594,0,0.0573
54595,1,0.632
54596,0,0.0142
54597,0,0.0301
54598,1,0.9606
54599,0,0.0628
54600,0,0.1745
54601,0,0.0146
54602,0,0.166
54603,0,0.2973
54604,0,0.0017
54605,1,0.8656
54606,0,0.2585
54607,0,0.2799
54608,0,0.4856
54609,0,0.2112
54610,1,0.7924
54611,1,0.7444
54612,0,0.0296
54613,0,0.1924
54614,1,0.7891
54615,0,0.0263
54616,0,0.1189
54617,0,0.1019
54618,1,0.8917
54619,0,0.0083
54620,0,0.1507
54621,0,0.1676
54622,1,0.861
54623,1,0.8395
54624,0,0.3971
54625,1,0.6018
54626,0,0.0258
54627,1,0.9333
54628,0,0.0438
54629,0,0.3768
54630,1,0.6442
54631,1,0.9729
54632,0,0.2505
54633,0,0.067
54634,0,0.1058
54635,0,0.0235
54636,1,0.6506
54637,1,0.9924
54638,1,0.7416
54639,1,0.7899
54640,1,0.8038
54641,1,0.7063
54642,0,0.1714
54643,0,0.0155
54644,0,0.2255
54645,0,0.3262
54646,0,0.4758
54647,0,0.2203
54648,1,0.5371
54649,1,0.6086
54650,0,0.2934
54651,0,0.0822
54652,1,0.9201
54653,1,0.8868
54654,1,0.7769
54655,0,0.0042
54656,0,0.1827
54657,0,0.1837
54658,0,0.3363
54659,0,0.0841
54660,0,0.0426
54661,1,0.8664
54662,0,0.0463
54663,1,0.8439
54664,0,0.0063
54665,1,0.5421
54666,0,0.0121
54667,0,0.0189
54668,1,0.9174
54669,1,0.785
54670,1,0.9039
54671,1,0.966
54672,1,0.5724
54673,1,0.6003
54674,0,0.1055
54675,1,0.7671
54676,1,0.953
54677,0,0.2927
54678,1,0.7294
54679,0,0.0003
54680,1,0.7996
54681,1,0.8162
54682,0,0.0768
54683,1,0.8162
54684,1,0.8721
54685,0,0.2227
54686,0,0.4213
54687,1,0.6011
54688,0,0.1517
54689,1,0.8295
54690,0,0.2134
54691,0,0.0018
54692,1,0.9724
54693,0,0.0039
54694,1,0.5011
54695,0,0.0364
54696,0,0.4802
54697,0,0.0394
54698,0,0.3575
54699,0,0.0261
54700,1,0.815
54701,0,0.2349
54702,0,0.439
54703,0,0.2461
54704,0,0.2805
54705,0,0.073
54706,1,0.7647
54707,0,0.299
54708,0,0.04
54709,0,0.4471
54710,0,0.4409
54711,1,0.8932
54712,1,0.8577
54713,0,0.1302
54714,0,0.0494
54715,1,0.8775
54716,0,0.1319
54717,0,0.0808
54718,0,0.3526
54719,0,0.0125
54720,0,0.0005
54721,1,0.9128
54722,0,0.0389
54723,0,0.0796
54724,0,0.1393
54725,1,0.9007
54726,0,0.032
54727,1,0.8353
54728,0,0.113
54729,1,0.6827
54730,1,0.9282
54731,0,0.0485
54732,0,0.0027
54733,0,0.1827
54734,1,0.8719
54735,0,0.3088
54736,0,0.1372
54737,1,0.8752
54738,0,0.0859
54739,0,0.2486
54740,0,0.3583
54741,1,0.759
54742,0,0.3048
54743,0,0.0116
54744,0,0.0428
54745,1,0.8664
54746,0,0.1486
54747,0,0.0331
54748,0,0.3214
54749,0,0.317
54750,1,0.7668
54751,0,0.3161
54752,1,0.6457
54753,0,0.0008
54754,1,0.9562
54755,0,0.0003
54756,0,0.2466
54757,0,0.0464
54758,1,0.8278
54759,1,0.671
54760,0,0.2279
54761,0,0.2254
54762,0,0.0731
54763,0,0.2289
54764,0,0.0041
54765,1,0.8789
54766,0,0.4989
54767,1,0.8731
54768,0,0.0046
54769,0,0.3334
54770,0,0.3837
54771,0,0.0922
54772,0,0.0161
54773,1,0.8753
54774,0,0.0
54775,1,0.9532
54776,1,0.7785
54777,1,0.8275
54778,0,0.1764
54779,1,0.971
54780,1,0.6478
54781,0,0.0889
54782,0,0.1171
54783,0,0.0002
54784,1,0.8611
54785,1,0.8499
54786,1,0.9609
54787,0,0.0376
54788,1,0.7584
54789,0,0.2716
54790,0,0.082
54791,0,0.0361
54792,1,0.909
54793,0,0.3187
54794,0,0.1026
54795,0,0.0079
54796,0,0.2436
54797,0,0.0129
54798,1,0.8456
54799,1,0.96
54800,0,0.0125
54801,0,0.1005
54802,1,0.8289
54803,0,0.1181
54804,1,0.81
54805,1,0.9543
54806,0,0.0082
54807,1,0.8247
54808,0,0.4423
54809,0,0.0099
54810,1,0.88
54811,0,0.0051
54812,1,0.7975
54813,0,0.0811
54814,1,0.5958
54815,0,0.0075
54816,0,0.1439
54817,1,0.7387
54818,0,0.3688
54819,1,0.951
54820,1,0.5122
54821,1,0.7888
54822,0,0.0045
54823,1,0.8086
54824,1,0.6476
54825,0,0.1089
54826,0,0.2898
54827,0,0.1312
54828,1,0.7088
54829,1,0.9744
54830,1,0.6236
54831,0,0.0406
54832,0,0.3143
54833,0,0.3886
54834,1,0.7934
54835,1,0.6575
54836,1,0.7344
54837,0,0.2027
54838,0,0.1793
54839,0,0.228
54840,0,0.1303
54841,0,0.0485
54842,0,0.0556
54843,0,0.1111
54844,0,0.1159
54845,0,0.2195
54846,1,0.8209
54847,0,0.4538
54848,1,0.8691
54849,1,0.7513
54850,0,0.0378
54851,0,0.4114
54852,1,0.7631
54853,1,0.5615
54854,0,0.361
54855,1,0.684
54856,0,0.183
54857,1,0.7992
54858,0,0.442
54859,1,0.8054
54860,1,0.826
54861,1,0.9317
54862,1,0.746
54863,0,0.1522
54864,1,0.8709
54865,0,0.0442
54866,1,0.9691
54867,0,0.0306
54868,0,0.3194
54869,0,0.2117
54870,0,0.2748
54871,0,0.1484
54872,0,0.3027
54873,0,0.0127
54874,0,0.2217
54875,0,0.0518
54876,0,0.1189
54877,0,1e-04
54878,0,0.4452
54879,1,0.7528
54880,0,0.082
54881,0,0.359
54882,0,0.4704
54883,0,0.0005
54884,1,0.9289
54885,1,0.7685
54886,0,0.2884
54887,0,0.3653
54888,1,0.5311
54889,1,0.8093
54890,0,0.3188
54891,0,0.2002
54892,0,0.007
54893,1,0.9478
54894,1,0.8264
54895,0,0.0162
54896,0,0.0671
54897,1,0.7882
54898,1,0.8299
54899,1,0.5762
54900,0,0.0023
54901,1,0.6292
54902,1,0.8809
54903,0,0.0255
54904,0,0.079
54905,0,0.2172
54906,1,0.8634
54907,0,0.3303
54908,0,0.0023
54909,0,0.1241
54910,1,0.5122
54911,0,0.1632
54912,0,0.2652
54913,1,0.6282
54914,1,0.7598
54915,0,0.0045
54916,1,0.6897
54917,0,0.4131
54918,0,0.2379
54919,0,0.1147
54920,0,0.0883
54921,1,0.8312
54922,1,0.6519
54923,0,0.0669
54924,0,0.3313
54925,0,0.254
54926,0,0.3969
54927,1,0.8199
54928,0,0.2405
54929,0,0.4496
54930,0,0.1892
54931,1,0.6219
54932,1,0.7366
54933,0,0.1803
54934,0,0.1626
54935,1,0.52
54936,0,0.2617
54937,0,0.0756
54938,0,0.0039
54939,1,0.8851
54940,1,0.9446
54941,0,0.1763
54942,1,0.8517
54943,0,1e-04
54944,0,0.2144
54945,0,0.1232
54946,1,0.939
54947,0,0.2295
54948,1,0.8563
54949,0,0.0562
54950,0,0.1897
54951,1,0.6697
54952,1,0.8103
54953,0,0.3777
54954,0,0.0268
54955,0,0.2802
54956,0,0.1937
54957,0,0.0376
54958,1,0.6575
54959,0,0.2391
54960,0,0.3001
54961,1,0.9318
54962,0,0.2019
54963,1,0.8423
54964,0,0.1606
54965,0,0.0927
54966,0,0.4732
54967,0,0.009
54968,0,0.3415
54969,0,0.0621
54970,0,0.4216
54971,1,0.6463
54972,1,0.8346
54973,0,0.1497
54974,0,0.0272
54975,0,0.3805
54976,1,0.9076
54977,0,0.0512
54978,1,0.9575
54979,1,0.9339
54980,1,0.8829
54981,1,0.5226
54982,1,0.7031
54983,0,0.1817
54984,1,0.7987
54985,1,0.777
54986,0,0.0266
54987,0,0.4569
54988,0,0.0412
54989,0,0.0107
54990,0,0.2103
54991,0,0.2805
54992,0,0.0973
54993,0,0.0324
54994,0,0.4913
54995,0,0.2637
54996,0,0.2155
54997,0,0.1099
54998,1,0.6867
54999,1,0.9331
55000,0,0.0058
55001,0,0.0525
55002,0,0.0765
55003,0,0.0819
55004,0,0.0045
55005,1,0.9546
55006,0,0.1838
55007,0,0.0788
55008,1,0.7347
55009,1,0.6263
55010,1,0.9493
55011,0,0.1005
55012,0,0.0883
55013,1,0.8815
55014,1,0.8034
55015,1,0.8896
55016,0,0.077
55017,1,0.7885
55018,0,0.0552
55019,0,0.0255
55020,1,0.5994
55021,0,0.0388
55022,0,0.0552
55023,0,0.1595
55024,0,0.0306
55025,0,0.0633
55026,0,0.3431
55027,1,0.9014
55028,0,0.0834
55029,1,0.7553
55030,0,0.0207
55031,1,0.9394
55032,0,0.1769
55033,0,0.0591
55034,0,0.0009
55035,1,0.5006
55036,1,0.8604
55037,1,0.748
55038,0,0.0799
55039,0,0.0208
55040,0,0.0017
55041,0,0.0865
55042,1,0.9541
55043,0,0.0927
55044,0,0.1442
55045,1,0.7396
55046,1,0.8865
55047,0,0.1048
55048,0,0.0429
55049,0,0.0717
55050,0,0.0006
55051,0,0.2023
55052,0,0.397
55053,0,0.1427
55054,1,0.9603
55055,0,0.2317
55056,1,0.5586
55057,1,0.9551
55058,1,0.6579
55059,1,0.6734
55060,1,0.715
55061,0,0.0256
55062,0,0.028
55063,0,0.0013
55064,0,0.1273
55065,0,0.0186
55066,1,0.6637
55067,0,0.113
55068,0,0.0091
55069,0,0.2208
55070,1,0.6328
55071,0,0.2725
55072,0,0.0058
55073,0,0.3169
55074,1,0.7787
55075,0,0.4664
55076,0,0.1216
55077,0,0.3946
55078,0,0.1226
55079,0,0.0002
55080,0,0.0603
55081,0,0.3779
55082,0,0.1751
55083,0,0.2632
55084,1,0.9195
55085,1,0.5522
55086,0,0.2837
55087,1,0.6833
55088,1,0.9206
55089,0,0.0266
55090,1,0.8139
55091,1,0.7015
55092,0,0.0041
55093,0,0.1935
55094,0,0.0066
55095,0,0.3159
55096,0,0.3201
55097,0,0.2827
55098,1,0.8341
55099,0,0.1296
55100,0,0.0629
55101,1,0.729
55102,1,0.9688
55103,0,0.006
55104,0,0.3741
55105,0,0.3056
55106,1,0.7702
55107,0,0.0238
55108,0,0.4865
55109,0,0.0079
55110,1,0.8207
55111,0,0.2389
55112,0,0.0188
